A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,0.95,1.72,0.83,1.30,2.37,2.99,5.60,4.73,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,770,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,5.60,4.73,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,1023,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,765,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,719,f
0.88,0.95,1.72,0.83,1.30,2.37,3.59,6.15,5.20,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,612,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,567,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,544,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,512,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,496,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,495,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,11.44,11.93,4.38,2.52,0.92,1.19,447,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,11.93,4.38,2.52,0.92,1.19,515,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,474,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,481,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,495,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,484,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,11.44,10.85,4.38,2.52,0.92,1.19,484,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,495,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,497,f
0.88,0.95,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,10.29,10.85,4.38,2.52,0.92,1.19,490,f
