A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W,Res,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,966,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,877,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,1023,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,649,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,506,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,529,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,512,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,456,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,427,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,460,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,487,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,13.72,15.19,5.26,3.36,1.84,1.19,449,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,472,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,424,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,426,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,465,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,13.72,15.19,5.26,3.36,0.92,1.19,489,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,455,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,493,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,498,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,512,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,479,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,520,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,489,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,494,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,13.72,15.19,5.26,3.36,1.84,1.19,459,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,13.72,15.19,5.26,3.36,1.84,1.19,470,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,493,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,1.84,1.19,470,f
0.88,1.90,1.72,0.83,1.30,2.96,3.59,6.15,5.20,1.88,0.00,0.00,12.58,15.19,5.26,3.36,0.92,1.19,483,f
