A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
2,9,53,24,23,31,29,30,20,5,1,1,24,6,2,1,2,1
2,10,55,25,25,32,32,32,22,5,1,1,26,7,2,1,2,1
2,10,58,26,26,34,35,34,23,6,1,1,27,7,2,1,2,1
2,11,63,28,29,37,38,36,24,6,1,1,28,7,2,2,2,1
3,12,68,30,31,39,41,38,25,6,1,1,30,8,3,2,2,2
3,12,69,31,31,39,43,40,27,7,1,1,30,8,3,2,3,2
3,12,70,31,32,40,45,40,27,7,1,1,32,8,3,2,3,2
3,12,71,32,33,42,48,41,27,7,1,1,33,9,3,2,3,2
3,13,73,33,35,43,51,42,27,7,1,1,35,10,3,2,3,2
3,13,79,36,38,47,56,44,28,8,1,1,37,10,3,2,3,2
3,14,82,38,41,50,63,48,30,8,1,1,38,10,3,2,4,2
4,15,85,40,44,53,67,49,31,9,1,1,38,11,3,2,4,3
4,16,90,42,46,55,72,51,31,9,1,1,39,11,3,2,4,3
4,16,89,43,47,56,81,55,33,10,1,1,41,12,3,2,4,3
3,15,91,44,48,58,87,57,33,10,1,1,43,12,4,2,5,3
3,15,90,45,49,58,93,60,34,11,2,1,45,13,4,2,5,4
3,15,90,45,49,59,155,69,37,12,2,1,49,15,4,3,6,5
3,14,84,43,50,60,212,78,39,14,2,1,53,16,4,3,7,7
3,15,90,47,58,68,248,90,43,16,2,1,57,18,5,3,9,8
3,17,101,52,66,77,248,100,44,18,2,1,61,20,5,3,10,8
4,17,105,55,72,84,239,111,46,20,3,1,64,22,5,3,11,8
4,18,106,58,82,94,243,126,48,22,3,1,68,24,5,4,12,8
4,18,106,60,91,104,258,140,51,24,3,1,73,26,5,4,13,9
4,19,111,65,106,120,275,153,53,26,3,2,77,29,6,4,14,9
4,20,117,70,126,140,293,163,55,27,4,2,82,31,6,4,15,10
4,21,121,76,153,166,324,175,57,29,4,2,88,34,6,5,16,11
5,22,124,83,181,196,362,186,61,31,4,2,94,37,7,5,17,12
5,24,134,92,218,237,400,200,65,33,5,2,102,39,7,6,18,13
5,26,141,101,270,288,476,214,71,35,5,2,108,41,8,6,19,15
5,28,149,114,292,308,526,229,77,38,6,2,109,43,8,6,20,16
6,30,159,122,269,293,585,238,81,40,6,2,116,45,8,7,21,18
6,33,168,129,258,291,690,249,84,43,7,2,121,47,9,7,23,21
6,39,192,161,326,369,1040,412,113,65,10,3,168,71,11,11,38,31
7,49,229,208,447,484,1397,572,151,86,13,4,217,92,13,14,50,36
7,66,282,275,645,693,1598,675,185,102,16,5,251,104,15,16,57,44
8,85,367,362,887,968,1747,742,197,114,16,6,272,115,17,17,69,52
8,108,445,406,976,1044,2035,816,187,127,16,6,269,114,17,16,70,55
9,139,558,461,1079,1189,2333,943,191,141,16,6,280,132,18,18,86,63
10,172,676,527,1179,1301,2521,1067,199,154,18,6,294,142,20,19,93,66
11,215,827,617,1337,1492,2729,1202,209,175,20,7,319,155,21,21,102,72
13,270,1046,699,1536,1709,2856,1345,226,195,22,7,332,167,23,23,107,75
16,333,1223,810,1731,1858,3125,1570,250,220,26,8,351,198,25,26,127,87
18,403,1461,879,1832,2017,3199,1659,262,229,27,9,380,222,27,30,139,93
21,461,1686,976,1982,2234,3312,1748,276,246,29,9,405,241,29,32,151,98
25,504,1886,1037,2139,2370,3510,1918,292,272,31,10,400,235,30,32,149,102
26,494,1762,998,1953,2244,3698,2038,290,283,29,10,372,223,31,29,144,99
25,461,1607,998,2028,2161,3532,1740,290,267,25,11,345,189,30,25,133,92
22,325,1171,845,1839,2035,2955,1311,276,227,20,10,308,163,30,22,118,89
23,316,1174,827,1969,2246,1783,687,256,106,18,10,266,119,30,23,61,49
29,409,1482,929,2302,2646,682,339,294,52,14,16,186,65,27,16,26,21
46,738,2570,1287,2766,3069,650,257,149,43,9,8,129,45,15,10,22,22
53,902,3120,1421,3022,3468,799,215,103,40,7,4,123,43,11,8,23,23
48,844,3021,1278,2879,3265,857,222,100,42,7,3,117,42,10,7,25,27
47,831,3075,1302,2813,3197,952,219,96,43,7,3,102,39,9,7,26,30
49,881,3293,1361,2882,3319,1140,223,86,45,7,2,103,39,9,7,28,35
49,885,3282,1403,2959,3432,1192,220,80,47,7,2,104,39,9,7,30,39
49,895,3228,1438,3034,3527,1146,234,80,49,7,2,110,41,9,7,36,40
45,817,3089,1515,3132,3576,1410,257,78,54,7,2,112,43,10,7,42,47
36,641,2430,1419,2915,3218,1600,280,78,62,7,2,113,43,10,7,42,49
26,464,1614,1228,2392,2498,1626,313,81,65,7,2,113,44,10,7,45,51
24,337,1175,346,786,854,1705,315,80,65,8,2,107,43,10,7,48,54
12,111,478,244,643,654,1649,340,77,70,8,2,103,43,9,7,51,52
9,68,307,215,507,674,1990,374,75,75,8,2,106,46,9,7,58,60
8,60,271,223,678,731,2063,423,75,84,8,2,109,47,9,8,63,66
8,95,390,248,750,842,2206,658,122,98,11,4,131,76,13,11,77,68
12,142,507,302,857,956,2188,812,142,125,13,5,149,105,15,14,100,76
14,177,694,353,1016,1136,2566,1089,126,159,14,4,178,142,12,16,130,90
19,228,726,378,1104,1159,2927,1522,133,222,21,3,302,233,14,29,173,99
23,295,759,407,1175,1294,3105,2125,255,291,38,6,725,372,35,54,203,91
26,324,1201,465,1385,1511,2589,2425,698,281,50,22,1156,400,88,68,180,71
27,248,1208,518,1379,1453,1899,2154,997,240,54,36,851,344,89,64,128,40
32,370,1500,501,1562,1746,613,1530,936,117,43,36,298,132,81,52,35,11
32,477,1674,517,1676,1779,228,459,466,41,22,30,116,64,31,23,16,3
37,483,1729,616,1811,1980,24,107,222,7,10,13,29,9,14,11,3,1
37,511,1568,693,1960,2107,22,30,26,5,1,6,32,10,11,8,3,2
35,522,2007,732,2096,2196,24,32,28,5,1,5,36,10,11,9,4,2
26,430,1756,762,2002,2245,25,33,29,6,1,5,35,10,10,9,4,2
17,348,1344,876,2178,2146,25,33,27,6,1,4,34,10,10,9,4,2
14,347,1379,1055,2247,2565,25,35,30,6,1,6,34,10,9,9,3,2
23,521,2020,1217,2444,2749,25,33,29,5,1,3,31,10,8,8,3,2
40,803,2891,1238,2226,2450,23,32,27,6,1,3,33,9,7,8,3,2
50,915,2440,748,1728,1761,25,33,27,6,1,3,32,11,7,9,4,2
34,638,1948,222,641,650,25,34,28,6,1,2,33,12,7,9,4,2
14,231,745,84,243,270,25,34,27,6,1,3,31,11,7,10,3,2
5,111,392,21,26,32,25,34,29,6,1,2,31,10,6,7,3,2
2,20,56,17,19,25,24,30,25,6,1,2,30,9,6,7,3,2
3,22,61,20,21,28,23,29,23,5,1,1,34,8,6,5,3,1
3,21,57,20,21,27,20,25,22,5,1,1,33,9,7,8,3,1
3,19,53,19,20,26,26,33,27,6,1,2,33,9,6,7,3,1
3,19,52,18,19,25,24,32,26,6,1,1,32,9,6,6,3,1
3,18,49,18,19,25,25,30,24,5,1,1,33,9,6,7,3,1
3,20,51,19,20,26,23,28,23,5,1,1,32,9,6,7,3,1
3,19,51,19,19,26,29,35,25,6,1,1,33,9,6,7,3,1
3,19,52,19,20,26,26,32,25,5,1,1,33,9,6,7,3,2
3,18,47,17,18,24,26,34,27,6,1,1,31,9,6,7,3,2
3,16,47,17,18,25,23,29,24,5,1,1,30,9,5,7,3,1
3,19,50,18,19,26,25,30,24,5,1,1,32,9,5,7,3,2
3,19,53,18,19,26,25,32,25,5,1,1,32,9,6,7,3,1
3,19,54,18,18,24,27,32,25,5,1,1,33,9,6,7,3,2
3,24,56,20,21,27,27,34,27,5,1,1,34,10,6,8,3,2
3,21,55,20,21,28,29,34,26,6,1,1,34,10,6,7,3,2
3,18,47,19,19,24,29,34,27,6,1,1,34,10,6,8,3,2
